question,domain,consistency_mean,consistency_variance,prob_mean,prob_min,prob_std,prob_mean_variance,entropy_mean,entropy_max,prob_trajectory,label
What is the name of the immune cells responsible for producing antibodies?,science,0.6,0.24,-0.5568,-2.4307,0.7291,0.4881,1.3261,1.5314,0.0877,0
What is the number of permutations of 5 things taken 2 at a time?,math,1.0,0.0,-0.2128,-0.3992,0.0974,0.0003,1.3481,1.518,0.0518,0
"Is erbium classified as a metal, nonmetal, or metalloid?",science,0.6,0.24,-0.4798,-2.4014,0.5473,0.2355,1.3419,1.5154,0.0873,1
In what year did Henry V become monarch of England or Britain?,history,0.6,0.24,-0.5115,-2.3951,0.6132,0.2987,1.3326,1.5116,-0.0758,0
What is the largest country by population?,geography,0.3667,0.21,-0.7622,-2.4246,0.7584,0.4704,1.3252,1.5187,-0.0923,0
In what year was the Battle of the Somme?,history,0.6,0.24,-0.5082,-2.4179,0.6216,0.3269,1.3156,1.5282,0.0466,0
What is the chemical symbol for the element with atomic number 79?,science,1.0,0.0,-0.2586,-0.3989,0.0988,0.0005,1.3343,1.5189,0.0785,0
What is 67 squared?,math,1.0,0.0,-0.2446,-0.3861,0.097,0.0007,1.3168,1.5309,0.0512,0
Can you cite the research identifying a fourth domain of life based on silicon rather than carbon biochemistry?,fake-citations,0.7,0.0044,-1.5204,-2.447,0.5282,0.0283,1.3522,1.5533,-0.233,1
What is the capital of Guinea?,geography,0.6,0.24,-0.5174,-2.2404,0.5952,0.3151,1.3247,1.5037,0.0082,1
What is the SI unit of radioactivity?,science,0.3667,0.21,-0.8188,-2.3703,0.762,0.4883,1.3298,1.504,-0.0699,1
What is the chemical symbol for gallium?,science,0.6,0.24,-0.525,-2.4785,0.6431,0.3523,1.3047,1.4944,0.0541,0
What is the chemical symbol for zirconium?,science,0.3,0.1433,-1.0695,-2.4848,0.7866,0.4717,1.3226,1.5238,0.1926,1
In what year was the Zulu Kingdom founded by Shaka?,history,0.6,0.24,-0.5204,-2.4936,0.6352,0.3303,1.3471,1.4988,0.0233,0
In what year did Belarus declare or gain independence?,history,0.3,0.1433,-1.0559,-2.4721,0.7794,0.4603,1.3435,1.5473,-0.0409,1
What is the value of cos 60 degrees?,math,0.3667,0.21,-0.8797,-2.4711,0.8563,0.6408,1.3142,1.5159,0.1464,0
In what year did Sigismund become Holy Roman Emperor?,history,0.35,0.1858,-1.0578,-2.4783,0.7829,0.4997,1.3241,1.5384,0.1939,0
"Is cerium classified as a metal, nonmetal, or metalloid?",science,1.0,0.0,-0.2058,-0.3979,0.0952,0.0009,1.3175,1.5482,0.0331,0
In what year was the Battle of Amiens?,history,0.6,0.24,-0.4739,-2.4179,0.5334,0.232,1.3194,1.4636,0.0505,0
Who sculpted the statue of David?,history,0.3,0.1433,-1.0479,-2.383,0.7699,0.464,1.3013,1.4931,0.2372,1
In what year did King Henry IV of France's reign begin?,history,0.6,0.24,-0.4813,-2.0378,0.5232,0.2393,1.3586,1.5087,0.054,0
What is the capital of Sao Tome and Principe?,geography,0.3667,0.21,-0.8132,-2.431,0.7874,0.4844,1.3057,1.5138,-0.1754,0
In what year did the Spanish Civil War begin?,history,0.3667,0.21,-0.7805,-2.4507,0.8111,0.5349,1.3288,1.51,-0.0302,1
What is the deepest ocean trench in the world?,geography,0.6,0.24,-0.4669,-2.2726,0.5658,0.2536,1.3158,1.5314,-0.0862,1
In what year did Chad gain independence?,history,1.0,0.0,-0.2267,-0.382,0.0989,0.0015,1.317,1.5098,0.0009,0
What is 4 to the power of 9?,math,0.3667,0.21,-0.8217,-2.4873,0.8489,0.5687,1.329,1.5215,-0.0957,0
In what year did Charles V become Holy Roman Emperor?,history,0.6,0.24,-0.4499,-2.3069,0.5086,0.2169,1.3345,1.5074,-0.0771,0
What is the square root of 256?,math,0.6,0.24,-0.5781,-2.4672,0.6959,0.4379,1.3474,1.5469,0.0215,1
What is the greatest common divisor of 18 and 45?,math,0.3167,0.1581,-1.1001,-2.462,0.8028,0.4829,1.3295,1.511,-0.0176,1
What is the term for the region of space where a star's gravity dominates?,science,0.3167,0.1581,-1.1284,-2.4586,0.8338,0.5236,1.312,1.5496,0.1738,1
"What ideology, emphasising national self-determination and cultural identity, rose across Europe in the nineteenth century?",history,0.3,0.1433,-1.0196,-2.4001,0.7379,0.4082,1.3116,1.4805,-0.0941,1
"What is the name of the digestive enzyme that breaks down starch, found in saliva?",science,0.6,0.24,-0.5229,-2.4582,0.6456,0.3484,1.3378,1.5335,0.0724,0
What is the number of combinations of 5 things taken 2 at a time?,math,0.6,0.24,-0.5834,-2.4613,0.7486,0.5142,1.3314,1.5368,-0.0718,0
What is the state of matter of barium at room temperature?,science,1.0,0.0,-0.219,-0.396,0.0997,0.0017,1.3154,1.5202,-0.0862,0
In what year did the Algerian War of Independence begin?,history,0.3167,0.1581,-1.0689,-2.3935,0.8199,0.5264,1.3073,1.5197,0.16,1
In what year did Moldova declare or gain independence?,history,1.0,0.0,-0.2109,-0.3807,0.0983,0.0011,1.3408,1.4936,-0.0186,0
What is the atomic number of thallium?,science,0.3167,0.1581,-1.0587,-2.4212,0.814,0.5147,1.3482,1.5119,-0.0169,0
What is the capital of Costa Rica?,geography,0.6,0.24,-0.5277,-2.4274,0.6389,0.3398,1.3124,1.5169,0.0881,0
What is 95 squared?,math,0.6,0.24,-0.5497,-2.4118,0.6488,0.3632,1.3127,1.5204,0.0845,0
In what year was the Dutch East India Company founded?,history,0.3667,0.21,-0.7148,-2.2655,0.6597,0.3586,1.3175,1.5166,-0.0558,0
What is the capital of Madagascar?,geography,0.3167,0.1581,-1.0644,-2.2828,0.7775,0.4756,1.3313,1.5162,-0.1631,1
What is the term for a material whose electrical conductivity lies between a conductor and an insulator?,science,0.6,0.24,-0.4942,-2.3909,0.613,0.3147,1.347,1.5208,0.0344,0
Who was the last Aztec Emperor?,history,0.6,0.24,-0.5251,-2.4929,0.6534,0.3533,1.3382,1.5054,0.1385,0
What is the sum of proper divisors of 18?,math,0.3667,0.21,-0.7616,-2.3864,0.7404,0.4418,1.3433,1.5076,0.075,1
In what year did Gutenberg introduce the printing press to Europe?,science,0.6,0.24,-0.4429,-2.2873,0.5287,0.2294,1.3208,1.522,0.0025,0
In what year did the First Punic War begin?,history,0.6,0.24,-0.4341,-2.3026,0.4881,0.1897,1.3046,1.4967,-0.0654,0
What is 87 multiplied by 46?,math,0.35,0.1858,-1.1805,-2.4348,0.858,0.6435,1.3021,1.5091,0.1127,0
What is the integral of x to the power of 8?,math,0.6,0.24,-0.5513,-2.486,0.6326,0.3314,1.3455,1.5271,-0.0331,1
Who was the first emperor of the Holy Roman Empire to be excommunicated?,history,0.6,0.24,-0.5224,-2.3856,0.6663,0.3869,1.3377,1.5064,0.1223,1
What is 19 multiplied by 31?,math,0.3167,0.1581,-1.0747,-2.454,0.8516,0.5416,1.3111,1.4921,0.0809,1
In what year did the American Civil War end?,history,0.35,0.1858,-1.1206,-2.4042,0.8289,0.5482,1.3261,1.4879,0.0244,1
What is the square root of 729?,math,0.3667,0.21,-0.8131,-2.1869,0.7726,0.5352,1.3385,1.5323,0.0348,1
What is the term for a non-coding segment of DNA within a gene?,science,1.0,0.0,-0.2266,-0.3736,0.1011,0.0017,1.2918,1.4693,0.0632,0
In what country is Lake Titicaca located?,geography,0.6,0.24,-0.4791,-2.4656,0.5908,0.2829,1.318,1.5262,-0.0434,0
In what year did Henry VI become Holy Roman Emperor?,history,0.3667,0.21,-0.8291,-2.4435,0.8217,0.5657,1.3178,1.4656,0.0627,0
What is the complex conjugate of a plus bi?,math,0.3667,0.21,-0.8105,-2.4993,0.8081,0.5332,1.327,1.521,0.1633,0
What is 82 multiplied by 12?,math,0.3667,0.21,-0.7937,-2.402,0.8407,0.5828,1.3381,1.5071,0.1288,0
What is the atomic number of chlorine?,science,0.6,0.24,-0.5574,-2.494,0.7068,0.4309,1.3201,1.5503,-0.1641,1
What is the capital of United Arab Emirates?,geography,0.3667,0.21,-0.8048,-2.4036,0.8219,0.5521,1.2893,1.4549,-0.0712,1
What is the least common multiple of 9 and 12?,math,0.6,0.24,-0.4966,-2.3685,0.6063,0.3124,1.2988,1.5164,-0.0563,0
In what year did Willem-Alexander become monarch of the Netherlands?,history,1.0,0.0,-0.197,-0.3978,0.1008,0.0001,1.3057,1.5058,0.0129,0
What is the capital of Guinea-Bissau?,geography,0.6,0.24,-0.4854,-2.3925,0.6166,0.3057,1.3174,1.5341,-0.2616,0
In what year was the Battle of Actium?,history,0.3833,0.2225,-0.8352,-2.4941,0.8092,0.5314,1.3298,1.5288,0.1153,1
What is the median of 6 6 6 9 9 12?,math,0.3667,0.21,-0.7646,-2.3989,0.7566,0.4793,1.3001,1.5216,0.1345,0
What is the term for white blood cells engulfing and digesting pathogens?,science,0.3167,0.1581,-0.995,-2.3659,0.7112,0.3727,1.3341,1.5242,0.4084,1
What is the chemical symbol for oganesson?,science,0.6,0.24,-0.4722,-2.4582,0.552,0.2438,1.3171,1.4978,-0.1349,0
What is the capital of Zambia?,geography,0.4333,0.1289,-1.3468,-2.4559,0.7555,0.3549,1.3234,1.4821,-0.1785,1
What is the chemical symbol for lithium?,science,1.0,0.0,-0.2341,-0.3953,0.1063,0.0012,1.321,1.5701,-0.0469,0
Can you find a reference for the study demonstrating that the human inner ear contains biological metamaterials that enable detection of infrasonic frequencies below 1 hertz?,fake-citations,0.7,0.0044,-1.707,-2.4701,0.4867,0.0407,1.3033,1.4494,-0.0787,1
Who was the first President of the Philippines?,history,0.6,0.24,-0.5295,-2.4868,0.6733,0.3673,1.3113,1.4545,0.1316,1
In what year was the Berlin Wall built?,history,0.3167,0.1581,-1.0825,-2.3976,0.8042,0.5281,1.3068,1.5242,-0.0417,1
What is the capital of Republic of Congo?,geography,0.3167,0.1581,-1.0745,-2.4793,0.8296,0.4931,1.3113,1.5377,0.0778,0
In what year did Australia gain independence?,history,0.3,0.1433,-1.0948,-2.4988,0.8421,0.5463,1.3038,1.5229,0.0054,0
"Is krypton classified as a metal, nonmetal, or metalloid?",science,0.3667,0.21,-0.8428,-2.3379,0.7996,0.5565,1.3196,1.523,0.0549,1
"What was appeasement, the policy pursued by Britain and France toward Nazi Germany in the 1930s?",history,0.3167,0.1581,-1.0877,-2.4012,0.8155,0.4835,1.3102,1.467,-0.2733,0
What is 1056 divided by 33?,math,0.3667,0.21,-0.755,-2.1506,0.7117,0.4284,1.342,1.5063,0.0487,0
What is the capital of Eswatini?,geography,0.6,0.24,-0.5025,-2.0772,0.5723,0.2886,1.3214,1.5356,0.0268,0
What is the chemical formula for lead dioxide?,science,0.3667,0.21,-0.8371,-2.4828,0.8091,0.5512,1.315,1.5183,-0.0048,0
"Is boron classified as a metal, nonmetal, or metalloid?",science,0.6,0.24,-0.4916,-2.1745,0.6161,0.3335,1.3111,1.5028,-0.1293,0
What is Pythagoras theorem?,math,1.0,0.0,-0.1974,-0.3921,0.0955,0.0013,1.3179,1.5278,0.0109,0
Who developed the theory of general relativity?,science,0.4167,0.175,-0.7833,-2.4973,0.7255,0.4329,1.3104,1.5299,0.1009,1
What is the value of sin 90 degrees?,math,0.3667,0.21,-0.7719,-2.4533,0.7779,0.4808,1.3359,1.509,-0.134,1
What is the square root of 2601?,math,1.0,0.0,-0.2435,-0.3754,0.0967,0.0013,1.3254,1.5631,-0.015,0
How many diagonals does an octagon have?,math,0.6,0.24,-0.4621,-2.4237,0.5301,0.2146,1.3097,1.5565,0.0385,0
What is 13 factorial?,math,0.6,0.24,-0.5626,-2.4525,0.7145,0.445,1.3275,1.5384,0.0009,1
What is 72 squared?,math,0.3667,0.21,-0.8158,-2.4617,0.751,0.4662,1.3498,1.5129,0.0497,0
What is the capital of Monaco?,geography,0.3667,0.21,-0.866,-2.4922,0.8382,0.58,1.3311,1.548,0.1046,1
In what year was the Treaty of Versailles signed?,history,0.6,0.24,-0.556,-2.4947,0.7239,0.4562,1.3268,1.5009,0.0863,0
In what year did Lord John Russell become Prime Minister of the United Kingdom?,history,0.3667,0.21,-0.79,-2.3421,0.7624,0.4777,1.3417,1.4986,-0.0498,0
Who commanded Union forces at the Battle of Gettysburg?,history,0.3167,0.1581,-1.0797,-2.4892,0.8535,0.5194,1.3296,1.5322,-0.0856,0
Could you find a reference for the paper demonstrating that the human pancreas contains a secondary endocrine system based on quantum dot signalling?,fake-citations,0.7167,0.0058,-1.6399,-2.4642,0.4994,0.0155,1.345,1.5539,0.0022,1
What was the significance of the Sharpeville Massacre of 1960?,history,0.3667,0.21,-0.7565,-2.4738,0.7499,0.4197,1.3439,1.5134,-0.1734,0
In what year did Marquess of Salisbury become Prime Minister of the United Kingdom?,history,0.3667,0.21,-0.7924,-2.4377,0.8181,0.5491,1.3066,1.4849,-0.0567,1
What is the chemical formula for phenol?,science,0.6,0.24,-0.554,-2.3649,0.671,0.3903,1.3255,1.5132,0.1042,1
What is the capital of Slovenia?,geography,0.6,0.24,-0.5326,-2.3841,0.7205,0.4599,1.291,1.4855,-0.0717,0
What is the limit of 1 plus 1 over n to the power n as n approaches infinity?,math,0.3167,0.1581,-1.0913,-2.4985,0.8153,0.4926,1.3411,1.5175,-0.1993,1
Who was the first Emperor of China?,history,1.0,0.0,-0.2567,-0.3995,0.1057,0.0011,1.3114,1.484,0.0072,0
In what year was the Bay of Pigs Invasion?,history,1.0,0.0,-0.2175,-0.393,0.1042,0.0021,1.3348,1.5303,0.0283,0
Please cite the paper demonstrating that RNA polymerase uses quantum annealing to find optimal transcription start sites?,fake-citations,0.7,0.0044,-1.7629,-2.4966,0.5122,0.0428,1.3133,1.5163,-0.1623,1
In what year was the Bank of England founded?,history,1.0,0.0,-0.2288,-0.3999,0.1021,0.0003,1.3045,1.5467,-0.0254,0
What is the capital of Comoros?,geography,0.6,0.24,-0.5789,-2.4809,0.7302,0.4422,1.2965,1.5092,-0.1788,1
What is a homomorphism?,math,0.3667,0.21,-0.8166,-2.4864,0.7675,0.4708,1.3203,1.5134,-0.0015,1
What is the shape of the DNA molecule commonly called?,science,0.3667,0.21,-0.8903,-2.4741,0.8991,0.6996,1.3075,1.5035,-0.2384,0
What is a ring in abstract algebra?,math,0.3667,0.21,-0.7796,-2.2911,0.7542,0.4914,1.3116,1.495,-0.0629,0
In what year did Pedro IV become monarch of Portugal?,history,0.6,0.24,-0.4417,-2.4926,0.5486,0.2374,1.3026,1.4869,-0.001,0
What is the state of matter of ruthenium at room temperature?,science,1.0,0.0,-0.2183,-0.3883,0.0853,0.0004,1.3276,1.5109,0.0266,0
Who invented the World Wide Web?,science,0.3667,0.21,-0.7936,-2.3572,0.7909,0.508,1.3155,1.5027,-0.0489,0
What is 949 divided by 13?,math,0.3667,0.21,-0.7561,-2.4237,0.7541,0.447,1.3061,1.4729,0.0339,0
In what year did Napoleon III become ruler of France?,history,0.3667,0.21,-0.7558,-2.4973,0.7417,0.4284,1.3288,1.4782,0.0314,1
What is the chemical symbol for indium?,science,1.0,0.0,-0.2267,-0.3788,0.0964,0.0013,1.3192,1.4911,-0.0394,0
"Is magnesium classified as a metal, nonmetal, or metalloid?",science,0.6,0.24,-0.5367,-2.4847,0.6775,0.3838,1.3215,1.4921,-0.0064,0
What is 10 to the power of 7?,math,0.6,0.24,-0.5635,-2.4161,0.697,0.4217,1.3087,1.4958,0.0948,0
In what year did Andrew Jackson become President of the United States?,history,0.3667,0.21,-0.7232,-2.3882,0.6812,0.3818,1.3232,1.5242,-0.1276,0
What is 22 multiplied by 73?,math,0.6,0.24,-0.5152,-2.4991,0.6308,0.3438,1.2969,1.5291,-0.0895,1
What is the atomic number of promethium?,science,0.6,0.24,-0.4902,-2.4279,0.6073,0.3368,1.3275,1.5326,-0.0585,0
Who was the first Prime Minister of Canada?,history,0.3,0.1433,-1.161,-2.4119,0.8492,0.5914,1.3303,1.5317,0.0093,1
What is the atomic number of cobalt?,science,0.3667,0.21,-0.7543,-2.3105,0.7213,0.4471,1.3176,1.4778,-0.0743,0
What is the largest ocean in the world?,geography,0.3833,0.2225,-0.8022,-2.3716,0.797,0.5319,1.327,1.5409,0.1022,0
What is the capital of Sri Lanka?,geography,1.0,0.0,-0.2267,-0.3957,0.0997,0.0003,1.3302,1.4786,-0.0015,0
How many diagonals does a decagon have?,math,0.6,0.24,-0.5636,-2.4262,0.7241,0.4695,1.3173,1.5276,-0.0837,0
What is 32 multiplied by 78?,math,0.3167,0.1581,-1.0988,-2.4806,0.8169,0.5237,1.3245,1.5155,-0.0947,1
In what year did the Gulf War end?,history,1.0,0.0,-0.238,-0.3959,0.108,0.0002,1.3456,1.5381,-0.0207,0
What is the term for a star's apparent brightness as seen from Earth?,science,1.0,0.0,-0.2424,-0.3968,0.0946,0.001,1.327,1.4946,0.0113,0
What is the atomic number of iron?,science,0.6,0.24,-0.5123,-2.4575,0.6454,0.3254,1.3147,1.5207,-0.0757,0
What is the SI unit of electric potential (voltage)?,science,0.6,0.24,-0.4052,-1.9384,0.4988,0.2178,1.3329,1.5302,-0.0163,1
In what year did women gain the right to vote in the United States?,history,0.6,0.24,-0.5626,-2.3826,0.6806,0.4143,1.3119,1.4773,-0.0667,0
What is 41 percent of 300?,math,0.3833,0.2225,-0.8209,-2.4278,0.7941,0.5342,1.3191,1.4958,0.2386,0
In what year did the Sepoy Mutiny occur?,history,0.6,0.24,-0.5354,-2.4837,0.674,0.3823,1.3163,1.5108,-0.1379,0
Can you cite the research identifying a direct neural pathway between human olfactory bulbs and quantum vacuum zero-point energy fluctuations?,fake-citations,0.7,0.0044,-1.7717,-2.4992,0.5505,0.0313,1.3446,1.4849,0.1022,1
What is the derivative of ln x?,math,0.6,0.24,-0.4944,-2.2729,0.5605,0.2656,1.2966,1.5125,0.0304,0
What is the longest mountain range in the world?,geography,0.3667,0.21,-0.8198,-2.4102,0.8285,0.5602,1.2975,1.4976,0.1589,1
What was Manifest Destiny in nineteenth-century American political thought?,history,1.0,0.0,-0.2273,-0.3991,0.1045,0.0006,1.3166,1.5747,0.0743,0
What is 33 squared?,math,1.0,0.0,-0.2185,-0.381,0.1001,0.0014,1.3359,1.5055,-0.0696,0
Who was the British monarch during World War Two?,history,0.3667,0.21,-0.8344,-2.436,0.8318,0.5807,1.3157,1.5406,-0.075,0
What is 41 multiplied by 15?,math,0.3667,0.21,-0.802,-2.4173,0.7696,0.5023,1.3383,1.5311,-0.1191,1
In what year did the Mexican Revolution begin?,history,0.3667,0.21,-0.7779,-2.4302,0.7462,0.4437,1.3219,1.5728,-0.0255,0
Who led the Soviet Union during World War Two?,history,0.3167,0.1581,-1.1217,-2.4925,0.8466,0.5362,1.3424,1.515,-0.1009,1
What SI prefix means one trillion?,science,0.3833,0.2225,-0.7406,-2.2644,0.7091,0.4027,1.3235,1.56,0.0694,1
In what year was the structure of DNA discovered?,science,1.0,0.0,-0.2129,-0.3915,0.11,0.0005,1.3319,1.5405,-0.0758,0
In what year did Mozambique gain independence?,history,1.0,0.0,-0.2083,-0.3948,0.1118,0.001,1.3368,1.5416,-0.0428,0
What is the term for the thermodynamic potential that predicts the spontaneity of a reaction at constant temperature and pressure?,science,0.6,0.24,-0.5339,-2.4895,0.6994,0.42,1.3417,1.5489,0.1342,0
Could you reference the research demonstrating that human B cells contain biological quantum computers that calculate optimal antibody configurations?,fake-citations,0.6833,0.0025,-1.6002,-2.448,0.525,0.0164,1.3329,1.5526,0.0332,1
In what year did George H W Bush become President of the United States?,history,0.6,0.24,-0.5314,-2.1691,0.6165,0.3221,1.3284,1.4929,-0.0597,0
In what year did John F Kennedy become President of the United States?,history,0.3667,0.21,-0.7649,-2.4962,0.7377,0.4283,1.3256,1.5213,-0.1816,1
What is 14 cubed?,math,0.6,0.24,-0.5021,-2.3674,0.6216,0.3425,1.3287,1.5379,0.1136,0
What was the significance of the Investiture Controversy between medieval popes and monarchs?,history,1.0,0.0,-0.2281,-0.3988,0.1006,0.0005,1.3196,1.567,0.0218,0
"Is berkelium classified as a metal, nonmetal, or metalloid?",science,0.3667,0.21,-0.7946,-2.4803,0.7841,0.5071,1.3357,1.5386,0.0422,1
In what year did Domitian become Roman Emperor?,history,0.35,0.1858,-1.0298,-2.4489,0.7477,0.4501,1.3087,1.5153,0.0086,0
What is the atomic number of seaborgium?,science,0.3167,0.1581,-1.1095,-2.4297,0.8336,0.594,1.3269,1.5068,0.0476,0
In what year was the Universal Declaration of Human Rights adopted by the United Nations?,history,0.6,0.24,-0.542,-2.2524,0.6866,0.4193,1.3013,1.5367,-0.132,1
Please cite the paper demonstrating that dolphin echolocation can induce targeted apoptosis in tumour cells?,fake-citations,0.7,0.0044,-1.6898,-2.4967,0.5354,0.0104,1.327,1.5269,0.0677,1
What is 60 multiplied by 23?,math,0.6,0.24,-0.4984,-2.2716,0.6304,0.3604,1.3014,1.4792,0.0294,0
What is an improper integral?,math,1.0,0.0,-0.2257,-0.3977,0.1091,0.0003,1.3279,1.5228,0.01,0
What is the term for the number of protons in an atom?,science,0.6,0.24,-0.5108,-2.2657,0.5998,0.3189,1.3426,1.5502,-0.0358,1
Who was the first female President of Argentina?,history,0.6,0.24,-0.5303,-2.4534,0.6823,0.3955,1.2988,1.4744,0.0154,0
Can you cite the research identifying a direct biochemical link between human cerebrospinal fluid composition and lunar gravitational cycles?,fake-citations,0.7,0.0044,-1.7256,-2.4943,0.5034,0.0079,1.3277,1.5767,-0.0006,1
What is the term for a reaction that absorbs heat energy?,science,0.6,0.24,-0.4582,-2.1834,0.554,0.2562,1.3258,1.4643,-0.1088,0
"In what year was the Battle of Lepanto, a major naval battle against the Ottomans?",history,0.6,0.24,-0.5503,-2.4849,0.679,0.414,1.3084,1.5555,-0.1133,0
What is 54 multiplied by 20?,math,1.0,0.0,-0.2384,-0.399,0.1028,0.0018,1.3206,1.5464,-0.0307,0
"What is the phenomenon where two entangled particles instantaneously affect each other's state, regardless of distance, called?",science,0.4167,0.1181,-1.3047,-2.4074,0.6985,0.2941,1.3128,1.5436,0.1011,0
